Name,Level-Up Learnset,TM Learnset,Egg Moves
Torchic,"— : Growl,— : Peck,3 : Ember,6 : Quick Attack,9 : Flame Charge,12 : Detect,18 : Aerial Ace,21 : Slash,24 : Bounce,27 : Focus Energy,33 : Flamethrower,50 : Feather Dance,55 : Flare Blitz,","TM012 : Rock Slide,TM017 : Protect,TM022 : Aerial Ace,TM027 : Swift,TM028 : Dig,TM030 : Swords Dance,TM033 : Body Slam,TM034 : Night Slash,TM035 : Endure,TM036 : Rock Tomb,TM038 : Fire Blast,TM047 : Agility,TM050 : Overheat,TM056 : Double-Edge,TM057 : Will-O-Wisp,TM061 : Shadow Claw,TM062 : Flamethrower,TM068 : Heat Wave,TM072 : Fire Spin,TM085 : Substitute,TM091 : Curse,TM103 : Work Up,TM104 : Flare Blitz,TM109 : Facade,TM114 : Flame Charge,","Peck,Counter,Crush Claw,Feint,Last Resort,Night Slash,"
Combusken,"— : Growl,— : Peck,3 : Ember,6 : Quick Attack,9 : Flame Charge,12 : Detect,18 : Aerial Ace,21 : Slash,24 : Bounce,27 : Focus Energy,33 : Flamethrower,40 : Bulk Up,44 : Blaze Kick,50 : Feather Dance,55 : Flare Blitz,","TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM017 : Protect,TM018 : Power-Up Punch,TM022 : Aerial Ace,TM023 : Thunder Punch,TM027 : Swift,TM028 : Dig,TM029 : Fire Punch,TM030 : Swords Dance,TM033 : Body Slam,TM034 : Night Slash,TM035 : Endure,TM036 : Rock Tomb,TM038 : Fire Blast,TM047 : Agility,TM050 : Overheat,TM056 : Double-Edge,TM057 : Will-O-Wisp,TM061 : Shadow Claw,TM062 : Flamethrower,TM068 : Heat Wave,TM072 : Fire Spin,TM077 : Poison Jab,TM085 : Substitute,TM091 : Curse,TM102 : Focus Blast,TM103 : Work Up,TM104 : Flare Blitz,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM113 : Low Sweep,TM114 : Flame Charge,TM129 : Circle Throw,TM133 : Blaze Kick,TM135 : Dual Chop,TM150 : Vacuum Wave,","Peck,Counter,Crush Claw,Feint,Last Resort,Night Slash,"
Blaziken,"— : Growl,— : Peck,3 : Ember,6 : Quick Attack,9 : Flame Charge,12 : Detect,18 : Aerial Ace,21 : Slash,24 : Bounce,27 : Focus Energy,33 : Flamethrower,40 : Bulk Up,44 : Blaze Kick,50 : Feather Dance,55 : Flare Blitz,58 : Brave Bird,","TM005 : Roar,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM017 : Protect,TM018 : Power-Up Punch,TM022 : Aerial Ace,TM023 : Thunder Punch,TM027 : Swift,TM028 : Dig,TM029 : Fire Punch,TM030 : Swords Dance,TM033 : Body Slam,TM034 : Night Slash,TM035 : Endure,TM036 : Rock Tomb,TM038 : Fire Blast,TM044 : Hyper Beam,TM045 : Knock Off,TM047 : Agility,TM050 : Overheat,TM055 : Giga Impact,TM056 : Double-Edge,TM057 : Will-O-Wisp,TM061 : Shadow Claw,TM062 : Flamethrower,TM064 : Solar Beam,TM065 : Stone Edge,TM068 : Heat Wave,TM069 : Earthquake,TM072 : Fire Spin,TM077 : Poison Jab,TM078 : Bulldoze,TM082 : U-turn,TM085 : Substitute,TM091 : Curse,TM102 : Focus Blast,TM103 : Work Up,TM104 : Flare Blitz,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM113 : Low Sweep,TM114 : Flame Charge,TM129 : Circle Throw,TM131 : Drain Punch,TM133 : Blaze Kick,TM135 : Dual Chop,TM136 : Scorching Sands,TM150 : Vacuum Wave,TM158 : Blast Burn,","Peck,Counter,Crush Claw,Feint,Last Resort,Night Slash,"
Mudkip,"— : Tackle,— : Bite,— : Growl,3 : Water Gun,6 : Rock Smash,11 : Rock Throw,14 : Protect,18 : Supersonic,22 : Bubble Beam,26 : Rock Slide,28 : Take Down,30 : Amnesia,36 : Surf,38 : Screech,40 : Sludge Bomb,46 : Muddy Water,55 : Hydro Pump,","TM004 : Rock Smash,TM005 : Roar,TM012 : Rock Slide,TM013 : Ice Beam,TM017 : Protect,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM041 : Water Pulse,TM046 : Mud Shot,TM049 : Icy Wind,TM052 : Earth Power,TM053 : Sludge Bomb,TM056 : Double-Edge,TM070 : Whirlpool,TM073 : Surf,TM076 : Liquidation,TM085 : Substitute,TM087 : Iron Tail,TM091 : Curse,TM096 : Hydro Pump,TM098 : Waterfall,TM103 : Work Up,TM105 : Blizzard,TM109 : Facade,TM110 : Chilling Water,TM120 : Ancient Power,TM140 : Muddy Water,TM148 : Scald,","Stomp,Double-Edge,Bite,Counter,Sludge,Curse,Mud-Slap,Mirror Coat,Ancient Power,Yawn,Wide Guard,"
Marshtomp,"— : Sand Tomb,— : Tackle,— : Bite,— : Growl,— : Mud Shot,3 : Water Gun,6 : Rock Smash,11 : Rock Throw,14 : Protect,18 : Supersonic,22 : Bubble Beam,26 : Rock Slide,28 : Take Down,30 : Amnesia,33 : Aqua Ring,36 : Surf,38 : Screech,40 : Sludge Bomb,46 : Muddy Water,50 : Earthquake,55 : Hydro Pump,","TM004 : Rock Smash,TM005 : Roar,TM010 : Brick Break,TM012 : Rock Slide,TM013 : Ice Beam,TM017 : Protect,TM024 : Ice Punch,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM041 : Water Pulse,TM046 : Mud Shot,TM049 : Icy Wind,TM052 : Earth Power,TM053 : Sludge Bomb,TM056 : Double-Edge,TM069 : Earthquake,TM070 : Whirlpool,TM073 : Surf,TM076 : Liquidation,TM078 : Bulldoze,TM085 : Substitute,TM087 : Iron Tail,TM091 : Curse,TM096 : Hydro Pump,TM098 : Waterfall,TM103 : Work Up,TM105 : Blizzard,TM109 : Facade,TM110 : Chilling Water,TM120 : Ancient Power,TM140 : Muddy Water,TM148 : Scald,","Stomp,Double-Edge,Bite,Counter,Sludge,Curse,Mud-Slap,Mirror Coat,Ancient Power,Yawn,Wide Guard,"
Swampert,"Evolve : Mud Shot,— : Tackle,— : Bite,— : Growl,— : Sand Tomb,3 : Water Gun,6 : Rock Smash,11 : Rock Throw,14 : Protect,18 : Supersonic,22 : Bubble Beam,26 : Rock Slide,28 : Take Down,30 : Amnesia,33 : Aqua Ring,36 : Surf,38 : Screech,40 : Sludge Bomb,46 : Muddy Water,50 : Earthquake,55 : Hydro Pump,60 : Sludge Wave,","TM004 : Rock Smash,TM005 : Roar,TM009 : Flip Turn,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM013 : Ice Beam,TM017 : Protect,TM024 : Ice Punch,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM041 : Water Pulse,TM044 : Hyper Beam,TM045 : Knock Off,TM046 : Mud Shot,TM049 : Icy Wind,TM052 : Earth Power,TM053 : Sludge Bomb,TM055 : Giga Impact,TM056 : Double-Edge,TM065 : Stone Edge,TM069 : Earthquake,TM070 : Whirlpool,TM073 : Surf,TM076 : Liquidation,TM077 : Poison Jab,TM078 : Bulldoze,TM085 : Substitute,TM087 : Iron Tail,TM091 : Curse,TM093 : Outrage,TM096 : Hydro Pump,TM098 : Waterfall,TM102 : Focus Blast,TM103 : Work Up,TM105 : Blizzard,TM109 : Facade,TM110 : Chilling Water,TM120 : Ancient Power,TM140 : Muddy Water,TM148 : Scald,TM154 : Fissure,TM159 : Hydro Cannon,","Stomp,Double-Edge,Bite,Counter,Sludge,Curse,Mud-Slap,Mirror Coat,Ancient Power,Yawn,Wide Guard,"
Feebas,"— : Splash,15 : Tackle,","TM013 : Ice Beam,TM016 : Light Screen,TM017 : Protect,TM027 : Swift,TM035 : Endure,TM041 : Water Pulse,TM046 : Mud Shot,TM049 : Icy Wind,TM056 : Double-Edge,TM070 : Whirlpool,TM073 : Surf,TM075 : Dragon Pulse,TM085 : Substitute,TM087 : Iron Tail,TM098 : Waterfall,TM105 : Blizzard,TM109 : Facade,TM110 : Chilling Water,TM140 : Muddy Water,TM143 : Scale Shot,TM148 : Scald,","Mist,Hypnosis,Confuse Ray,Haze,Dragon Breath,Mirror Coat,Tickle,"
Milotic,"Evolve : Water Pulse,— : Mist,— : Haze,— : Water Gun,— : Splash,4 : Disarming Voice,8 : Twister,12 : Aqua Ring,14 : Whirlpool,15 : Tackle,16 : Breaking Swipe,20 : Draining Kiss,24 : Hypnosis,28 : Recover,36 : Safeguard,44 : Surf,52 : Hydro Pump,","TM006 : Calm Mind,TM009 : Flip Turn,TM013 : Ice Beam,TM016 : Light Screen,TM017 : Protect,TM027 : Swift,TM033 : Body Slam,TM035 : Endure,TM041 : Water Pulse,TM044 : Hyper Beam,TM046 : Mud Shot,TM049 : Icy Wind,TM051 : Safeguard,TM055 : Giga Impact,TM056 : Double-Edge,TM058 : Iron Head,TM070 : Whirlpool,TM073 : Surf,TM075 : Dragon Pulse,TM076 : Liquidation,TM078 : Bulldoze,TM085 : Substitute,TM087 : Iron Tail,TM092 : Dazzling Gleam,TM096 : Hydro Pump,TM098 : Waterfall,TM105 : Blizzard,TM109 : Facade,TM110 : Chilling Water,TM125 : Mimic,TM140 : Muddy Water,TM143 : Scale Shot,TM144 : Triple Axel,TM148 : Scald,","Mist,Hypnosis,Confuse Ray,Haze,Dragon Breath,Mirror Coat,Tickle,"
Chingling,"— : Tackle,— : Growl,7 : Confusion,10 : Disarming Voice,12 : Supersonic,15 : Take Down,18 : Screech,23 : Amnesia,25 : Wish,29 : Metal Sound,34 : Psychic,","TM003 : Psyshock,TM006 : Calm Mind,TM008 : Thunder Wave,TM016 : Light Screen,TM017 : Protect,TM026 : Energy Ball,TM031 : Reflect,TM035 : Endure,TM041 : Water Pulse,TM045 : Knock Off,TM048 : Self-Destruct,TM049 : Icy Wind,TM051 : Safeguard,TM056 : Double-Edge,TM059 : Zen Headbutt,TM060 : Future Sight,TM063 : Psychic,TM071 : Hyper Voice,TM074 : Shadow Ball,TM085 : Substitute,TM091 : Curse,TM092 : Dazzling Gleam,TM095 : Taunt,TM097 : Heal Block,TM109 : Facade,TM130 : Charge Beam,","Disable,Hypnosis,Recover,Curse,Wish,Recycle,Cosmic Power,Ally Switch,"
Chimecho,"Evolve : Psybeam,— : Tackle,— : Growl,7 : Confusion,10 : Disarming Voice,12 : Supersonic,15 : Take Down,18 : Screech,23 : Amnesia,25 : Wish,29 : Metal Sound,34 : Psychic,38 : Double-Edge,48 : Boomburst,","TM003 : Psyshock,TM006 : Calm Mind,TM008 : Thunder Wave,TM016 : Light Screen,TM017 : Protect,TM026 : Energy Ball,TM027 : Swift,TM031 : Reflect,TM035 : Endure,TM041 : Water Pulse,TM045 : Knock Off,TM048 : Self-Destruct,TM049 : Icy Wind,TM051 : Safeguard,TM056 : Double-Edge,TM059 : Zen Headbutt,TM060 : Future Sight,TM063 : Psychic,TM071 : Hyper Voice,TM074 : Shadow Ball,TM084 : Flash Cannon,TM085 : Substitute,TM091 : Curse,TM092 : Dazzling Gleam,TM095 : Taunt,TM097 : Heal Block,TM109 : Facade,TM119 : Ominous Wind,TM126 : Magnet Bomb,TM130 : Charge Beam,TM156 : Meteor Beam,","Disable,Hypnosis,Recover,Curse,Wish,Recycle,Cosmic Power,Ally Switch,"
Indeedee,"— : Growl,— : Draining Kiss,10 : Disarming Voice,12 : Magical Leaf,15 : Psybeam,22 : Moonlight,28 : Tri Attack,35 : Psychic,38 : Wish,42 : Calm Mind,52 : Moonblast,","TM003 : Psyshock, : ,TM016 : Light Screen, : ,TM020 : Play Rough, : ,TM027 : Swift,TM032 : Double Team, : ,TM035 : Endure,TM059 : Zen Headbutt, : ,TM063 : Psychic,TM071 : Hyper Voice, : ,TM085 : Substitute, : ,TM097 : Heal Block, : ,TM109 : Facade, : ,TM111 : Sing,TM127 : Dream Eater,TM131 : Drain Punch, : ,TM145 : Razor Wind, : ,TM150 : Vacuum Wave,","Psych Up,Fake Out,Extrasensory,Heal Pulse,"
Purrloin,"— : Snarl,— : Growl,— : Quick Attack,— : Mimic,— : Fake Out,9 : Lick,12 : Bite,16 : Torment,19 : Fake Tears,24 : Slash,26 : Screech,32 : Nasty Plot,38 : Night Slash,44 : Parting Shot,52 : Play Rough,","TM008 : Thunder Wave,TM017 : Protect,TM020 : Play Rough,TM027 : Swift,TM032 : Double Team,TM034 : Night Slash,TM035 : Endure,TM045 : Knock Off,TM047 : Agility,TM061 : Shadow Claw,TM071 : Hyper Voice,TM074 : Shadow Ball,TM082 : U-turn,TM083 : Nasty Plot,TM085 : Substitute,TM087 : Iron Tail,TM090 : Dark Pulse,TM095 : Taunt,TM100 : Gunk Shot,TM109 : Facade,TM116 : Pay Day,TM121 : Torment,TM125 : Mimic,TM128 : Seed Bomb,TM132 : Double Hit,TM139 : Swagger,TM141 : Fake Out,TM142 : First Impression,",No Egg Moves
Liepard,"— : Snarl,— : Growl,— : Quick Attack,— : Mimic,— : Fake Out,9 : Lick,12 : Bite,16 : Torment,19 : Fake Tears,24 : Slash,26 : Screech,32 : Nasty Plot,38 : Night Slash,44 : Parting Shot,52 : Play Rough,","TM008 : Thunder Wave,TM014 : Fire Fang,TM015 : Ice Fang,TM017 : Protect,TM020 : Play Rough,TM021 : Thunder Fang,TM025 : Crunch,TM027 : Swift,TM030 : Swords Dance,TM032 : Double Team,TM034 : Night Slash,TM035 : Endure,TM044 : Hyper Beam,TM045 : Knock Off,TM047 : Agility,TM055 : Giga Impact,TM061 : Shadow Claw,TM071 : Hyper Voice,TM074 : Shadow Ball,TM081 : X-Scissor,TM082 : U-turn,TM083 : Nasty Plot,TM085 : Substitute,TM087 : Iron Tail,TM090 : Dark Pulse,TM095 : Taunt,TM100 : Gunk Shot,TM109 : Facade,TM116 : Pay Day,TM121 : Torment,TM124 : Psychic Fangs,TM125 : Mimic,TM128 : Seed Bomb,TM132 : Double Hit,TM139 : Swagger,TM141 : Fake Out,TM142 : First Impression,",No Egg Moves
Munna,"— : Hypnosis,8 : Psybeam,12 : Amnesia,16 : Moonlight,21 : Charm,24 : Zen Headbutt,28 : Dream Eater,32 : Calm Mind,36 : Psychic,40 : Moonblast,48 : Future Sight,","TM003 : Psyshock,TM006 : Calm Mind,TM008 : Thunder Wave,TM012 : Rock Slide,TM016 : Light Screen,TM017 : Protect,TM026 : Energy Ball,TM027 : Swift,TM031 : Reflect,TM032 : Double Team,TM035 : Endure,TM036 : Rock Tomb,TM051 : Safeguard,TM059 : Zen Headbutt,TM060 : Future Sight,TM063 : Psychic,TM074 : Shadow Ball,TM085 : Substitute,TM091 : Curse,TM092 : Dazzling Gleam,TM097 : Heal Block,TM109 : Facade,TM117 : Silver Wind,TM119 : Ominous Wind,TM127 : Dream Eater,TM147 : Tri Attack,",No Egg Moves
Musharna,"— : Hypnosis,8 : Psybeam,12 : Amnesia,16 : Moonlight,21 : Charm,24 : Zen Headbutt,28 : Dream Eater,32 : Calm Mind,36 : Psychic,40 : Moonblast,48 : Future Sight,","TM003 : Psyshock,TM006 : Calm Mind,TM008 : Thunder Wave,TM012 : Rock Slide,TM016 : Light Screen,TM017 : Protect,TM026 : Energy Ball,TM027 : Swift,TM031 : Reflect,TM032 : Double Team,TM035 : Endure,TM036 : Rock Tomb,TM044 : Hyper Beam,TM051 : Safeguard,TM055 : Giga Impact,TM059 : Zen Headbutt,TM060 : Future Sight,TM063 : Psychic,TM074 : Shadow Ball,TM085 : Substitute,TM091 : Curse,TM092 : Dazzling Gleam,TM097 : Heal Block,TM109 : Facade,TM117 : Silver Wind,TM119 : Ominous Wind,TM127 : Dream Eater,TM130 : Charge Beam,TM147 : Tri Attack,",No Egg Moves
Throh,"— : Leer,— : Circle Throw,5 : Focus Energy,10 : Brutal Swing,13 : Rollout,20 : Rock Blast,25 : Bulk Up,28 : Low Sweep,33 : Brick Break,36 : Endure,41 : Amnesia,43 : Outrage,52 : Storm Throw,58 : Dynamic Punch,","TM004 : Rock Smash,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM017 : Protect,TM018 : Power-Up Punch,TM023 : Thunder Punch,TM024 : Ice Punch,TM028 : Dig,TM029 : Fire Punch,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM055 : Giga Impact,TM058 : Iron Head,TM059 : Zen Headbutt,TM065 : Stone Edge,TM069 : Earthquake,TM077 : Poison Jab,TM078 : Bulldoze,TM080 : Iron Defense,TM085 : Substitute,TM093 : Outrage,TM095 : Taunt,TM100 : Gunk Shot,TM102 : Focus Blast,TM103 : Work Up,TM107 : Close Combat,TM109 : Facade,TM113 : Low Sweep,TM128 : Seed Bomb,TM129 : Circle Throw,TM137 : Storm Throw,TM146 : Skull Bash,",No Egg Moves
Sawk,"— : Leer,— : Rock Smash,5 : Focus Energy,10 : Detect,12 : Mach Punch,15 : Knock Off,18 : Power-Up Punch,20 : Low Sweep,25 : Bulk Up,33 : Brick Break,36 : Endure,43 : Outrage,52 : Close Combat,58 : Dynamic Punch,","TM004 : Rock Smash,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM017 : Protect,TM018 : Power-Up Punch,TM023 : Thunder Punch,TM024 : Ice Punch,TM028 : Dig,TM029 : Fire Punch,TM030 : Swords Dance,TM033 : Body Slam,TM035 : Endure,TM036 : Rock Tomb,TM045 : Knock Off,TM055 : Giga Impact,TM058 : Iron Head,TM059 : Zen Headbutt,TM065 : Stone Edge,TM069 : Earthquake,TM077 : Poison Jab,TM078 : Bulldoze,TM085 : Substitute,TM093 : Outrage,TM095 : Taunt,TM102 : Focus Blast,TM103 : Work Up,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM113 : Low Sweep,TM131 : Drain Punch,TM133 : Blaze Kick,TM135 : Dual Chop,",No Egg Moves
Yamask,"— : Confusion,— : Protect,4 : Haze,8 : Confuse Ray,12 : Fake Tears,16 : Will-O-Wisp,22 : Infestation,30 : Psyshock,36 : Curse,40 : Shadow Ball,44 : Dark Pulse,46 : Phantom Force,48 : Parting Shot,","TM003 : Psyshock, : ,TM008 : Thunder Wave,TM017 : Protect, : ,TM035 : Endure,TM037 : Stealth Rock, : ,TM046 : Mud Shot, : ,TM051 : Safeguard,TM057 : Will-O-Wisp, : ,TM061 : Shadow Claw, : ,TM069 : Earthquake, : ,TM080 : Iron Defense, : ,TM085 : Substitute, : ,TM090 : Dark Pulse, : ,TM097 : Heal Block, : ,TM118 : Shadow Punch, : ,TM127 : Dream Eater,",No Egg Moves
Cofagrigus,"Evolve : Shadow Claw,— : Confusion,— : Protect,4 : Haze,8 : Confuse Ray,12 : Fake Tears,16 : Will-O-Wisp,22 : Infestation,30 : Psyshock,36 : Curse,40 : Shadow Ball,44 : Dark Pulse,46 : Phantom Force,48 : Parting Shot,","TM003 : Psyshock,TM006 : Calm Mind,TM008 : Thunder Wave,TM017 : Protect,TM026 : Energy Ball,TM035 : Endure,TM037 : Stealth Rock,TM042 : Giga Drain,TM044 : Hyper Beam,TM045 : Knock Off,TM046 : Mud Shot,TM048 : Self-Destruct,TM049 : Icy Wind,TM051 : Safeguard,TM055 : Giga Impact,TM057 : Will-O-Wisp,TM059 : Zen Headbutt,TM061 : Shadow Claw,TM063 : Psychic,TM074 : Shadow Ball,TM080 : Iron Defense,TM083 : Nasty Plot,TM085 : Substitute,TM089 : Toxic Spikes,TM090 : Dark Pulse,TM091 : Curse,TM097 : Heal Block,TM109 : Facade,TM118 : Shadow Punch,TM119 : Ominous Wind,TM127 : Dream Eater,",No Egg Moves
Runerigus,"Evolve : Shadow Claw,— : Confusion,— : Protect,— : Sand Tomb,4 : Haze,8 : Confuse Ray,10 : Rock Tomb,12 : Fake Tears,16 : Brutal Swing,20 : Rock Blast,22 : Infestation,30 : Psyshock,36 : Curse,40 : Shadow Ball,44 : Earthquake,46 : Phantom Force,48 : Parting Shot,","TM003 : Psyshock,TM006 : Calm Mind,TM008 : Thunder Wave,TM012 : Rock Slide,TM017 : Protect,TM026 : Energy Ball,TM035 : Endure,TM036 : Rock Tomb,TM037 : Stealth Rock,TM042 : Giga Drain,TM044 : Hyper Beam,TM045 : Knock Off,TM046 : Mud Shot,TM048 : Self-Destruct,TM049 : Icy Wind,TM051 : Safeguard,TM052 : Earth Power,TM055 : Giga Impact,TM057 : Will-O-Wisp,TM059 : Zen Headbutt,TM061 : Shadow Claw,TM063 : Psychic,TM065 : Stone Edge,TM069 : Earthquake,TM074 : Shadow Ball,TM075 : Dragon Pulse,TM078 : Bulldoze,TM080 : Iron Defense,TM083 : Nasty Plot,TM085 : Substitute,TM089 : Toxic Spikes,TM090 : Dark Pulse,TM091 : Curse,TM095 : Taunt,TM097 : Heal Block,TM109 : Facade,TM118 : Shadow Punch,TM119 : Ominous Wind,TM127 : Dream Eater,TM154 : Fissure,",No Egg Moves
Wimpod,"— : Harden,— : Rollout,","TM017 : Protect,TM027 : Swift,TM035 : Endure,TM046 : Mud Shot,TM073 : Surf,TM085 : Substitute,TM088 : Spikes,TM095 : Taunt,TM098 : Waterfall,TM109 : Facade,TM148 : Scald,",No Egg Moves
Golisopod,"Evolve : First Impression,— : Harden,— : Rollout,4 : Rock Smash,12 : Mud Shot,16 : Aqua Jet,20 : Iron Defense,22 : Metal Claw,26 : Screech,28 : Slash,30 : Drill Run,32 : Leech Life,36 : Iron Head,42 : Pin Missile,48 : Swords Dance,53 : Liquidation,","TM004 : Rock Smash,TM010 : Brick Break,TM011 : Bulk Up,TM012 : Rock Slide,TM013 : Ice Beam,TM017 : Protect,TM027 : Swift,TM030 : Swords Dance,TM034 : Night Slash,TM035 : Endure,TM036 : Rock Tomb,TM044 : Hyper Beam,TM046 : Mud Shot,TM047 : Agility,TM049 : Icy Wind,TM053 : Sludge Bomb,TM055 : Giga Impact,TM058 : Iron Head,TM061 : Shadow Claw,TM073 : Surf,TM076 : Liquidation,TM077 : Poison Jab,TM080 : Iron Defense,TM081 : X-Scissor,TM082 : U-turn,TM085 : Substitute,TM088 : Spikes,TM090 : Dark Pulse,TM095 : Taunt,TM098 : Waterfall,TM100 : Gunk Shot,TM102 : Focus Blast,TM105 : Blizzard,TM107 : Close Combat,TM109 : Facade,TM122 : False Swipe,TM132 : Double Hit,TM135 : Dual Chop,TM140 : Muddy Water,TM142 : First Impression,TM148 : Scald,",No Egg Moves
Nickit,"— : Tail Whip,— : Quick Attack,10 : Roar,12 : Snarl,15 : Knock Off,17 : Fake Tears,22 : Nasty Plot,26 : Mimic,34 : Night Slash,38 : Dark Pulse,44 : Double Team,52 : Parting Shot,","TM005 : Roar,TM017 : Protect,TM020 : Play Rough,TM027 : Swift,TM028 : Dig,TM032 : Double Team,TM034 : Night Slash,TM035 : Endure,TM045 : Knock Off,TM046 : Mud Shot,TM047 : Agility,TM049 : Icy Wind,TM057 : Will-O-Wisp,TM083 : Nasty Plot,TM085 : Substitute,TM090 : Dark Pulse,TM095 : Taunt,TM097 : Heal Block,TM109 : Facade,TM115 : Trailblaze,TM121 : Torment,TM125 : Mimic,TM141 : Fake Out,TM142 : First Impression,TM145 : Razor Wind,",No Egg Moves
Thievul,"— : Tail Whip,— : Quick Attack,10 : Roar,12 : Snarl,15 : Knock Off,17 : Fake Tears,22 : Nasty Plot,26 : Mimic,34 : Night Slash,38 : Dark Pulse,44 : Double Team,52 : Parting Shot,","TM005 : Roar,TM014 : Fire Fang,TM015 : Ice Fang,TM017 : Protect,TM020 : Play Rough,TM021 : Thunder Fang,TM025 : Crunch,TM027 : Swift,TM028 : Dig,TM032 : Double Team,TM034 : Night Slash,TM035 : Endure,TM044 : Hyper Beam,TM045 : Knock Off,TM046 : Mud Shot,TM047 : Agility,TM049 : Icy Wind,TM055 : Giga Impact,TM057 : Will-O-Wisp,TM061 : Shadow Claw,TM063 : Psychic,TM074 : Shadow Ball,TM082 : U-turn,TM083 : Nasty Plot,TM085 : Substitute,TM090 : Dark Pulse,TM095 : Taunt,TM097 : Heal Block,TM109 : Facade,TM115 : Trailblaze,TM121 : Torment,TM125 : Mimic,TM141 : Fake Out,TM142 : First Impression,TM145 : Razor Wind,",No Egg Moves
Clobbopus,"— : Leer,— : Rock Smash,10 : Power-Up Punch,12 : Bullet Punch,15 : Detect,18 : Mach Punch,20 : Circle Throw,24 : Brick Break,28 : Bulk Up,30 : Knock Off,32 : Double Hit,35 : Taunt,46 : Close Combat,","TM004 : Rock Smash,TM010 : Brick Break,TM011 : Bulk Up,TM017 : Protect,TM018 : Power-Up Punch,TM024 : Ice Punch,TM033 : Body Slam,TM035 : Endure,TM045 : Knock Off,TM046 : Mud Shot,TM070 : Whirlpool,TM076 : Liquidation,TM085 : Substitute,TM095 : Taunt,TM098 : Waterfall,TM102 : Focus Blast,TM103 : Work Up,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM110 : Chilling Water,TM129 : Circle Throw,TM131 : Drain Punch,TM132 : Double Hit,TM135 : Dual Chop,TM137 : Storm Throw,TM140 : Muddy Water,TM150 : Vacuum Wave,",No Egg Moves
Grapploct,"Evolve : Octolock,— : Leer,— : Rock Smash,10 : Power-Up Punch,12 : Bullet Punch,15 : Detect,18 : Mach Punch,20 : Circle Throw,24 : Brick Break,28 : Bulk Up,30 : Knock Off,32 : Double Hit,35 : Taunt,46 : Close Combat,53 : Topsy-Turvy,","TM004 : Rock Smash,TM010 : Brick Break,TM011 : Bulk Up,TM017 : Protect,TM018 : Power-Up Punch,TM024 : Ice Punch,TM028 : Dig,TM033 : Body Slam,TM035 : Endure,TM044 : Hyper Beam,TM045 : Knock Off,TM046 : Mud Shot,TM055 : Giga Impact,TM070 : Whirlpool,TM073 : Surf,TM076 : Liquidation,TM085 : Substitute,TM095 : Taunt,TM096 : Hydro Pump,TM098 : Waterfall,TM102 : Focus Blast,TM103 : Work Up,TM107 : Close Combat,TM108 : Comet Punch,TM109 : Facade,TM110 : Chilling Water,TM129 : Circle Throw,TM131 : Drain Punch,TM132 : Double Hit,TM135 : Dual Chop,TM137 : Storm Throw,TM140 : Muddy Water,TM150 : Vacuum Wave,",No Egg Moves
Mimikyu,"— : Tackle,— : Splash,6 : Shadow Sneak,12 : Double Team,24 : Mimic,28 : Slash,34 : Shadow Claw,42 : Wood Hammer,48 : Charm,54 : Play Rough,60 : Phantom Force,","TM008 : Thunder Wave,TM011 : Bulk Up,TM016 : Light Screen,TM017 : Protect,TM020 : Play Rough,TM030 : Swords Dance,TM032 : Double Team,TM034 : Night Slash,TM035 : Endure,TM042 : Giga Drain,TM044 : Hyper Beam,TM055 : Giga Impact,TM057 : Will-O-Wisp,TM061 : Shadow Claw,TM063 : Psychic,TM067 : Thunderbolt,TM074 : Shadow Ball,TM081 : X-Scissor,TM085 : Substitute,TM090 : Dark Pulse,TM091 : Curse,TM092 : Dazzling Gleam,TM095 : Taunt,TM103 : Work Up,TM106 : Thunder,TM109 : Facade,TM115 : Trailblaze,TM125 : Mimic,TM131 : Drain Punch,","Curse,Destiny Bond,"
